"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ASTRO_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg16108684",0.0778817611361486,0.304650017841403,3.12910067664148,0.0018771592873567,0.00434518943933995,-2.7381713125228,0.273270473305965,0.351152234442114,0.0778817611361485,"X",125300035,"F","I","DCAF12L2","TSS200","island","TSS200-island","chrX:125299245-125300436",NA,NA,"","","","NO"
"cg21764190",0.0450537446807434,0.784956108409712,3.12796817442073,0.0018842379525696,0.00436036671904886,-2.7416319507321,0.766803386038345,0.811857130719087,0.0450537446807427,"11",31835534,"R","I","PAX6","5'UTR","island","5'UTR-island","chr11:31831620-31839038",NA,NA,"","","","NO"
"cg09918657",0.0345951050469492,0.813229833264347,3.12697807784792,0.00189044666805457,0.00437231214422145,-2.74465645461975,0.799291028803684,0.833886133850632,0.0345951050469481,"16",14397207,"R","I","MIR193B","TSS1500","shore","TSS1500-shore","chr16:14395604-14397075",NA,NA,"","","","NO"
"cg23869335",0.0495452386981089,0.781058257386466,3.12605493882036,0.00189625248812998,0.00438331302873212,-2.74747559676091,0.761095855386743,0.810641094084851,0.0495452386981086,"2",220159595,"R","I","PTPRN","Body","island","Body-island","chr2:220159438-220159977",NA,NA,"","","","NO"
"cg05474605",0.044401555104514,0.746794746154528,3.12337613055683,0.00191350163565537,0.00442196200947854,-2.75495955273022,NA,0.773262826447973,NA,"5",42812244,"R","II","SEPP1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","","","NO"
"cg23433889",0.0524734392931928,0.530153698697063,3.12282344512201,0.00191670575756258,0.00442814156489983,-2.75733788821646,0.509011487719709,0.561484927012902,0.0524734392931929,"21",26934455,"R","I","MIR155HG","TSS200","island","TSS200-island","chr21:26934423-26934805",TRUE,TRUE,"","","","NO"
"cg23152885",0.0396777134411214,0.567081388501101,3.12115557487007,0.00192734167066307,0.00445148253157845,-2.76242430368652,0.551094736968998,0.59077245041012,0.0396777134411213,"15",74422282,"R","I","ISLR2","5'UTR","island","5'UTR-island","chr15:74419870-74423044",NA,TRUE,"","","","NO"
"cg16998810",0.0753853550314617,0.252888608915773,3.12015169063888,0.00193408010393331,0.00446334397465715,-2.76383453788683,0.222624415290003,NA,NA,"X",38080134,"R","I","SRPX","5'UTR","island","5'UTR-island","chrX:38079691-38080150",NA,NA,"high-CpG:37964924-37965215","","","NO"
"cg13137809",-0.0874123496388153,0.503573191615036,-3.1204002982388,0.00193217589536864,0.00446105353758913,-2.76472677801833,0.53879273054718,0.451380380908364,-0.0874123496388151,"7",2768988,"F","I","GNA12","3'UTR","opensea","3'UTR-opensea","",NA,TRUE,"","rs41304915","","NO"
"cg00846114",0.0716916330532123,0.403656971302499,3.12034136121253,0.0019325535973827,0.00446105353758913,-2.7649064262374,0.374771507499506,0.446463140552718,0.0716916330532122,"16",67678846,"F","I","RLTPR","TSS200","island","TSS200-island","chr16:67678592-67679196",NA,NA,"high-CpG:66236267-66236562","","","NO"
"cg18835517",-0.0389645178762058,0.853072373064625,-3.11272461289594,0.00198718458949732,0.00456697113085574,-2.76689495605949,NA,NA,NA,"19",42419612,"F","I","","IGR","shore","IGR-shore","chr19:42419338-42419564",NA,NA,"","rs73550627","","NO"
"cg19800913",0.0585950165486957,0.163481518939711,3.11946784544174,0.00193815956674427,0.00447152306561216,-2.76756864374296,0.139872847223489,0.198467863772185,0.0585950165486959,"X",134186228,"R","I","FAM127B","TSS200","island","TSS200-island","chrX:134185563-134186337",NA,NA,"high-CpG:134013737-134013946","","","NO"
"cg16277479",0.081963881979987,0.347257953190615,3.11936268603505,0.00193883545878645,0.00447184743862562,-2.76788909052882,0.31423367064528,0.396197552625267,0.0819638819799866,"1",13910209,"R","I","PDPN","TSS200","island","TSS200-island","chr1:13910137-13910868",TRUE,NA,"","","","NO"
"cg26159395",0.0644808279927082,0.652953192559368,3.11801977160278,0.00194748590356258,0.00449055954688429,-2.77198037755825,0.626973053125413,0.691453881118121,0.0644808279927082,"2",85765084,"F","II","MAT2A","TSS1500","shore","TSS1500-shore","chr2:85765695-85766983",NA,NA,"","","","NO"
"cg15988843",-0.0759593198309657,0.532975059062719,-3.11791813672526,0.00194814203471912,0.00449083293544248,-2.77228994722652,0.563580027732477,0.487620707901511,-0.0759593198309657,"1",1092940,"R","I","","IGR","shore","IGR-shore","chr1:1093211-1093476",NA,TRUE,"","","","NO"
"cg00627241",0.0856370660409606,0.312948692103399,3.11750600951677,0.00195111702554437,0.00449630917567892,-2.77285191176293,NA,0.36399755142222,NA,"22",29711922,"F","I","RASL10A","TSS200","island","TSS200-island","chr22:29709281-29712013",NA,NA,"","","","NO"
"cg25220235",0.0793347907411089,0.286815895457371,3.11738393065872,0.0019515940951654,0.00449630917567892,-2.77391692716083,0.254850906954886,0.334185697695995,0.079334790741109,"X",38663916,"R","II","MID1IP1","5'UTR","island","5'UTR-island","chrX:38662906-38664764",NA,NA,"","","","NO"
"cg24425838",0.075056884784108,0.579186823502073,3.11664045236885,0.00195640786196763,0.00450615695585266,-2.7761808246321,0.548945457302651,0.624002342086759,0.075056884784108,"1",151812435,"F","I","LOC100132111","Body","island","Body-island","chr1:151812253-151812525",NA,NA,"","","","NO"
"cg01571735",-0.0658003461778127,0.566056007761254,-3.11577292307958,0.00196203864558735,0.00451788060783812,-2.7788218070541,0.592567797726101,0.526767451548288,-0.0658003461778132,"2",171572900,"F","I","SP5","Body","island","Body-island","chr2:171569877-171573904",NA,NA,"","rs3749036","rs76206900","NO"
"cg17824401",0.0746018740494088,0.309598211163305,3.11530906163564,0.00196505550617063,0.00452358051764933,-2.78023363283227,0.279540174531747,0.354142048581156,0.0746018740494088,"X",67906181,"F","I","STARD8","5'UTR","island","5'UTR-island","chrX:67906111-67906475",NA,TRUE,"high-CpG:67822889-67822920","","","NO"
"cg15732840",0.0671869814637385,0.730531642941639,3.11112779404322,0.00199436652588522,0.004580956270895,-2.78685581085537,NA,NA,NA,"2",63274615,"F","I","LOC100132215","Body","island","Body-island","chr2:63274475-63279430",NA,TRUE,"","","","NO"
"cg10448808",0.0735910637568188,0.227101457235698,3.11286735793027,0.00198100642784256,0.00455904344302941,-2.78766198544623,0.197450688828824,0.271041752585643,0.0735910637568189,"16",86599745,"F","I","FOXC2","TSS1500","island","TSS1500-island","chr16:86599355-86602649",NA,NA,"","rs73272459","","NO"
"cg04660686",0.0609462553768889,0.571327769600948,3.11262384183217,0.00198260376959193,0.00456048562998978,-2.78840252543434,0.546771754085017,0.607718009461906,0.0609462553768894,"11",9635595,"R","I","","IGR","island","IGR-island","chr11:9634969-9636065",TRUE,TRUE,"","","","NO"
"cg22655975",0.0633742645739493,0.605092343800595,3.11260538289067,0.00198272489922467,0.00456048562998978,-2.7884586573924,0.579558052734392,0.642932317308342,0.0633742645739493,"13",44453408,"F","I","CCDC122","5'UTR","island","5'UTR-island","chr13:44453207-44454295",NA,NA,"","","","NO"
"cg09510202",-0.037743268468319,0.853977443633921,-3.11248662644232,0.00198350435531499,0.00456102267665881,-2.78881977732798,0.869184682871156,0.831441414402837,-0.0377432684683184,"6",13014871,"R","II","PHACTR1","Body","shore","Body-shore","chr6:13014973-13015203",NA,TRUE,"","","","NO"
"cg23615741",0.0731540428736858,0.656297779689208,3.11201118499144,0.00198662773587599,0.00456694774504899,-2.79026538933168,0.626823092511946,0.699977135385633,0.0731540428736864,"10",101297642,"F","I","","IGR","island","IGR-island","chr10:101297438-101297703",TRUE,TRUE,"","","","NO"
"cg00590851",0.0488745025663485,0.658973749039414,3.1117997222931,0.00198801838096447,0.00456763079058779,-2.79090828830951,0.639281595092778,0.688156097659127,0.048874502566349,"13",27335089,"R","I","GPR12","TSS200","island","TSS200-island","chr13:27334226-27335205",TRUE,NA,"high-CpG:26232924-26233185","","","NO"
"cg22305258",0.030208398038968,0.780317283479172,3.11041341496131,0.00199715740492986,0.00458610581659816,-2.7951219734053,0.768145938638228,0.798354336677197,0.0302083980389686,"17",4643367,"R","I","CXCL16","TSS200","island","TSS200-island","chr17:4642038-4643410",NA,NA,"","","","NO"
"cg03011814",0.0547042338620999,0.673624356174953,3.10974045893948,0.00200160770492872,0.0045950620409383,-2.79716677912818,0.651583329910126,0.706287563772225,0.0547042338620989,"3",13461144,"F","II","NUP210","Body","island","Body-island","chr3:13460970-13462146",NA,NA,"","rs6795838","","NO"
"cg27559661",0.0677182175834178,0.782173266522384,3.10811998675738,0.00201236149300348,0.00461848019575579,-2.80208892070486,0.754888741962075,0.822606959545492,0.067718217583417,"16",57125836,"F","I","CPNE2","TSS1500","shore","TSS1500-shore","chr16:57126044-57127110",NA,NA,"","","","NO"
"cg07902749",-0.0552913568209977,0.771275712433223,-3.10526525922498,0.00203272762898256,0.00466137980030753,-2.80701204203026,NA,NA,NA,"2",37813553,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg02676175",-0.0685564713248438,0.647851013541519,-3.10559209121906,0.00202924342382019,0.00465594604850147,-2.80976244755491,0.67547328111415,0.606916809789307,-0.0685564713248437,"17",7253720,"R","I","KCTD11","TSS1500","island","TSS1500-island","chr17:7253298-7253764",NA,NA,"","","","NO"
"cg13878677",0.0408021590758521,0.876410487738473,3.10545924099958,0.00203013422839341,0.00465671096759982,-2.81016555483183,0.859970782868105,0.900772941943958,0.0408021590758524,"3",13060915,"F","I","IQSEC1","Body","opensea","Body-opensea","",TRUE,TRUE,"low-CpG:13035893-13035988","","","NO"
"cg04088817",0.0460003866336086,0.659902227360236,3.10448473282271,0.00203667964481921,0.00466916074446204,-2.81312200074505,0.641368090998151,0.68736847763176,0.0460003866336085,"22",21311408,"R","I","","IGR","island","IGR-island","chr22:21311336-21312201",TRUE,TRUE,"high-CpG:19641388-19641512","","","NO"
"cg01814098",-0.0654961882739905,0.279131345507009,-3.10439426969451,0.00203728823736616,0.00466927460492646,-2.81339640128207,0.305520586413519,0.240024398139529,-0.0654961882739905,"5",125930667,"F","I","ALDH7A1","Body","island","Body-island","chr5:125930601-125931049",NA,NA,"","","","NO"
"cg19858017",-0.044283177379153,0.727186425276341,-3.10424124596108,0.00203831808890434,0.00467035362443962,-2.81386054865043,0.745028676356291,0.700745498977138,-0.0442831773791529,"1",9884719,"R","II","CLSTN1","TSS200","shore","TSS200-shore","chr1:9883011-9884667",NA,NA,"","","","NO"
"cg16141678",0.066321758172912,0.163087096149625,3.10410003425198,0.0020392688706646,0.004671250931048,-2.81428884873731,0.136365222711024,0.202686980883936,0.066321758172912,"X",3264695,"F","I","MXRA5","TSS200","island","TSS200-island","chrX:3263353-3265347",NA,NA,"high-CpG:3274690-3275181","rs45528940","rs45474392","NO"
"cg10546219",0.0461026333689682,0.784449579699921,3.09760211501911,0.00208645596187386,0.00477018421058955,-2.82572827899117,NA,NA,NA,"17",29336262,"R","II","","IGR","island","IGR-island","chr17:29335397-29336452",TRUE,NA,"","","","NO"
"cg10241701",0.0659839751599612,0.420098428403526,3.09974673311326,0.00206878087024529,0.00473644896832987,-2.82748343991267,0.393512652004124,0.459496627164085,0.0659839751599618,"1",117113180,"F","I","CD58","Body","island","Body-island","chr1:117112960-117113883",NA,NA,"","","","NO"
"cg03189990",0.0537084160183824,0.6366203946049,3.09965935530082,0.00206937722906467,0.00473644896832987,-2.82774809578965,0.614980595917882,0.668689011936264,0.0537084160183818,"11",131564914,"R","II","NTM","Body","shelf","Body-shelf","chr11:131560937-131561613",TRUE,TRUE,"","","","NO"
"cg23971170",0.0281588142189404,0.885632739790818,3.09965126473925,0.0020694324556385,0.00473644896832987,-2.82777260067405,0.874287198139497,0.902446012358438,0.0281588142189408,"1",165326269,"F","I","LMX1A","TSS1500","island","TSS1500-island","chr1:165324191-165326328",NA,TRUE,"","","","NO"
"cg01745690",0.0633256774592234,0.283234600831388,3.099506632878,0.00207041994885631,0.00473741118946743,-2.82821065477614,0.257719886126943,0.321045563586167,0.0633256774592237,"7",43798100,"R","I","BLVRA","TSS200","island","TSS200-island","chr7:43797823-43798802",TRUE,NA,"","","","NO"
"cg20631750",-0.0596895143994516,0.490003948759184,-3.09920436975713,0.00207248509124818,0.00474083802088918,-2.82912607193677,0.514053607473526,0.454364093074074,-0.0596895143994515,"20",55839564,"R","I","BMP7","Body","island","Body-island","chr20:55839287-55839766",NA,NA,"","","","NO"
"cg01295339",0.0371183483517956,0.693543400394625,3.0979153048912,0.00208131363357824,0.00475973011084386,-2.83302910481195,0.678587949359678,0.715706297711474,0.0371183483517956,"2",74729710,"R","I","LBX2","Body","island","Body-island","chr2:74729399-74731166",NA,NA,"high-CpG:74583130-74584135","","","NO"
"cg25821304",-0.0677537170612172,0.598555889506513,-3.09675506518517,0.00208928946973751,0.00477535546653548,-2.83654075511033,0.625854717254479,0.558101000193262,-0.0677537170612174,"17",29297824,"R","II","RNF135","TSS200","shore","TSS200-shore","chr17:29298046-29298606",NA,NA,"","","","NO"
"cg25756435",0.0660706452112249,0.378851557927596,3.09530572352143,0.00209929220263257,0.00479561528356937,-2.84092565426457,0.352230861070646,0.418301506281871,0.0660706452112249,"19",12952129,"R","I","MAST1","Body","island","Body-island","chr19:12952015-12952281",TRUE,NA,"","","","NO"
"cg22964918",-0.0665799678031122,0.204075384788928,-3.09530437309514,0.00209930154321441,0.00479561528356937,-2.8409297389871,0.230901294146493,0.164321326343381,-0.0665799678031125,"7",27286075,"F","I","EVX1","3'UTR","island","3'UTR-island","chr7:27284639-27286237",TRUE,NA,"","","","NO"
"cg13119578",0.0370813400559463,0.794632294618106,3.09502062035372,0.00210126504308784,0.00479878845542805,-2.8417879866873,0.779691754692652,0.816773094748599,0.0370813400559465,"11",65196696,"F","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"low-CpG:64952070-64953288","","","NO"
"cg02976309",0.0431219758370343,0.741024490228832,3.09458641197876,0.00210427293200227,0.00480434437659113,-2.84310116192209,0.723650101906143,0.766772077743178,0.0431219758370349,"6",52441305,"R","I","TRAM2","Body","island","Body-island","chr6:52441269-52441793",TRUE,NA,"","","","NO"
"cg06899755",0.0548474016384123,0.648210752548979,3.09250895316344,0.0021187190158105,0.00483600509783632,-2.8493815808236,0.626112042180104,0.680959443818517,0.0548474016384127,"1",218520325,"F","II","TGFB2","1stExon","island","1stExon-island","chr1:218520287-218520506",NA,NA,"","","","NO"
"cg06956232",0.0861994604729386,0.369202861039472,3.08985837843872,0.00213828182108123,0.00487799189877459,-2.85434011974625,NA,NA,NA,"14",78432436,"R","I","","IGR","island","IGR-island","chr14:78432385-78432804",TRUE,NA,"","","","NO"
"cg00677574",0.0507344612331687,0.702879928680664,3.08920325314067,0.00214189423456958,0.00488489883581606,-2.85936682456594,0.68243837391196,0.733172835145128,0.0507344612331682,"17",43221327,"R","II","ACBD4","3'UTR","shore","3'UTR-shore","chr17:43221927-43222388",TRUE,TRUE,"","","","NO"
"cg02320083",0.0520537740798467,0.504660315354178,3.08909375673788,0.00214266585557216,0.0048853249338018,-2.85969739644518,0.483687192788026,0.535740966867873,0.052053774079847,"5",171057072,"F","I","","IGR","island","IGR-island","chr5:171057071-171057340",TRUE,TRUE,"","rs72841473","","NO"
"cg08210474",0.0389450370892757,0.646699537758084,3.08647608875621,0.0021611888827446,0.00492621334964486,-2.86759685832193,0.631008090775511,0.669953127864788,0.0389450370892761,"8",97657381,"R","I","PGCP","TSS200","island","TSS200-island","chr8:97657174-97657943",NA,TRUE,"","","","NO"
"cg12744859",0.0827004680315998,0.337647513553267,3.08205384399149,0.00219349176406712,0.00499848068658393,-2.8785752570028,NA,NA,NA,"17",46669492,"R","I","LOC404266","TSS200","island","TSS200-island","chr17:46669434-46669811",NA,NA,"","","","NO"
"cg19039368",0.0641285180262088,0.190364769131046,3.08175321810981,0.00219498181944933,0.00500051216789739,-2.88183311134613,0.164526579829224,0.228655097855433,0.0641285180262089,"X",128812506,"F","I","","IGR","island","IGR-island","chrX:128812232-128812519",TRUE,TRUE,"","","","NO"
"cg16619395",0.0729754898799795,0.282256898133581,3.07920108119789,0.00221344443661461,0.00504119815252956,-2.8895174075204,0.252854152211065,0.325829642091044,0.0729754898799796,"3",154145868,"F","I","GPR149","Body","shore","Body-shore","chr3:154146347-154146965",NA,TRUE,"","","","NO"
"cg08812897",0.0470785654448341,0.649813792531988,3.07878090816482,0.00221649770201387,0.00504677617951047,-2.89078193455861,0.630845244318778,0.677923809763612,0.0470785654448335,"X",20286243,"F","I","RPS6KA3","TSS1500","island","TSS1500-island","chrX:20284127-20286811",NA,NA,"","","","NO"
"cg08442798",0.0350425580436897,0.739235533809263,3.07853444270239,0.00221829049117497,0.00504948195184623,-2.89152360522281,0.725116444888748,0.760159002932437,0.0350425580436891,"11",72388033,"F","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg19478500",0.0427054261167932,0.74448165781842,3.07773928211084,0.00222408358375704,0.0050612896373485,-2.89391603772277,0.72727510263544,0.769980528752233,0.0427054261167933,"6",125284655,"F","I","STL","TSS1500","shore","TSS1500-shore","chr6:125283124-125284389",TRUE,NA,"","","","NO"
"cg24685998",0.0526260564402955,0.690071530437154,3.07553937304783,0.00224018345791181,0.00509653938109893,-2.90053191877579,0.668867828084996,0.721493884525292,0.0526260564402963,"12",59313279,"F","II","LRIG3","5'UTR","shore","5'UTR-shore","chr12:59313559-59314452",NA,NA,"","","","NO"
"cg27410337",0.0555383474603003,0.417752394113803,3.07441379005154,0.00224846233793526,0.0051139815875609,-2.9039151852204,0.395375292952614,0.450913640412915,0.0555383474603007,"4",56501727,"R","I","NMU","Body","shore","Body-shore","chr4:56501912-56502523",NA,NA,"","","","NO"
"cg11075693",0.0318446182909736,0.69736721093344,3.07428377386093,0.00224942044254753,0.00511476820278771,-2.90430591039947,0.68453661230164,0.716381230592614,0.0318446182909738,"6",82461261,"F","II","FAM46A","Body","island","Body-island","chr6:82461133-82463805",NA,NA,"","rs75207242","","NO"
"cg21521784",-0.0460005427762651,0.404830338075476,-3.07211704852918,0.00226544265631332,0.00514979808186164,-2.91081503835734,0.423364537349408,0.377363994573143,-0.0460005427762649,"19",30716329,"F","I","","IGR","island","IGR-island","chr19:30716328-30719970",NA,NA,"","","","NO"
"cg26690949",0.0658665777042914,0.219795214303907,3.07129727904759,0.0022715318910082,0.00516223542368948,-2.91327659047848,0.19325673882111,0.259123316525401,0.0658665777042912,"20",58508943,"F","I","","IGR","island","IGR-island","chr20:58507755-58509517",NA,NA,"high-CpG:57942121-57942342","","","NO"
"cg05224126",-0.0750332451807775,0.751507574934306,-3.06953077234877,0.00228470465994208,0.00519075951296061,-2.91857881185092,0.781739416439182,0.706706171258405,-0.0750332451807771,"14",101528671,"R","I","","IGR","shelf","IGR-shelf","chr14:101531643-101532384",NA,TRUE,"","","","NO"
"cg03817911",0.0536520798640107,0.708384796501246,3.06864405771968,0.00229134329545009,0.00520442683256935,-2.9212392129191,0.686767696361864,0.740419776225874,0.0536520798640103,"12",104697389,"R","I","TXNRD1","5'UTR","island","5'UTR-island","chr12:104697348-104697984",TRUE,TRUE,"","","","NO"
"cg10747118",0.0832053962600311,0.613321000766622,3.06547654852906,0.00231520281395982,0.00525719062457743,-2.93073666121892,0.57979649644826,0.663001892708291,0.0832053962600314,"3",184243718,"R","I","","IGR","shore","IGR-shore","chr3:184243085-184243328",NA,NA,"","","","NO"
"cg03315869",0.0728630873871112,0.314851678607526,3.0643264375099,0.00232392248154222,0.00527555663337056,-2.93418283050174,0.285494221068059,0.35835730845517,0.0728630873871112,"11",134146676,"F","I","GLB1L3","Body","island","Body-island","chr11:134145559-134147180",NA,TRUE,"high-CpG:133651811-133651914","","","NO"
"cg26521404",0.0695415349076164,0.270813060475572,3.06332958161644,0.00233150464053686,0.00529133109672505,-2.93716878946259,0.2427938983526,0.312335433260216,0.0695415349076164,"7",27204981,"F","I","HOXA9","1stExon","island","1stExon-island","chr7:27203915-27206462",NA,NA,"","rs11975265","","NO"
"cg01773059",0.038727488505471,0.648282891476309,3.06255063688825,0.0023374451682952,0.00530337233458394,-2.93950137618885,0.63267909756391,0.671406586069382,0.0387274885054715,"14",64761203,"F","I","ESR2","TSS200","island","TSS200-island","chr14:64760859-64761241",NA,TRUE,"","rs34404086","","NO"
"cg27226920",0.0359559197500514,0.664301757584123,3.06149062671079,0.00234555155425945,0.00532031976222739,-2.94267471598323,0.649814663704248,0.685770583454299,0.035955919750051,"20",2733318,"F","I","EBF4","Body","island","Body-island","chr20:2732746-2733630",NA,NA,"","","","NO"
"cg03072984",0.0312636060055779,0.67684188082299,3.05955471669501,0.00236042306329159,0.00535139188613425,-2.94846751694494,0.664245379374141,0.695508985379718,0.0312636060055774,"12",106979726,"R","II","RFX4","Body","island","Body-island","chr12:106979429-106981086",NA,NA,"","","","NO"
"cg15346168",0.0494582156362438,0.67512271243672,3.05954065839337,0.00236053137424045,0.00535139188613425,-2.94850957062881,0.655195373126972,0.704653588763215,0.0494582156362431,"14",24836194,"R","I","NFATC4","1stExon","island","1stExon-island","chr14:24835810-24836220",NA,NA,"","","","NO"
"cg12780678",0.0555710497437365,0.578908055673117,3.05923152555043,0.00236291421570573,0.00535534057460816,-2.949434256905,0.556517778349185,0.612088828092921,0.0555710497437365,"2",1746846,"F","I","PXDN","Body","island","Body-island","chr2:1746833-1748971",TRUE,NA,"","","","NO"
"cg18438124",-0.0492180194488637,0.532133935070937,-3.05776528203653,0.00237424636951801,0.00537956446188051,-2.95381890667919,0.551964496305188,0.502746476856324,-0.0492180194488636,"1",21996315,"F","I","RAP1GAP","TSS1500","island","TSS1500-island","chr1:21996161-21996409",TRUE,NA,"","","","NO"
"cg16071219",0.0288991548851755,0.863450732314101,3.04991807362946,0.00244291079377536,0.0055246553251758,-2.95683513398316,NA,NA,NA,"13",48986124,"R","I","LPAR6","Body","opensea","Body-opensea","",NA,TRUE,"","rs75240779","","NO"
"cg15135762",0.112446331087651,0.440690695969654,2.98437470477873,0.00310178300760123,0.00687876167918787,-2.95891151883424,NA,NA,NA,"2",66805086,"F","I","","IGR","shore","IGR-shore","chr2:66802890-66804831",NA,NA,"","rs61072203","","NO"
"cg07855083",0.0355004123481948,0.747189662576841,3.05347146791751,0.0024077198200079,0.00545392933198102,-2.96664755686734,0.732886098378296,0.768386510726491,0.0355004123481951,"2",200320871,"F","I","SATB2","5'UTR","island","5'UTR-island","chr2:200320502-200329681",NA,NA,"high-CpG:200028977-200029118","","","NO"
"cg07740693",0.0689895673926773,0.405622756056697,3.05041450357303,0.00243437195273137,0.00550832700246964,-2.96695011695004,NA,NA,NA,"6",41339616,"R","I","","IGR","island","IGR-island","chr6:41339236-41340027",NA,NA,"","","","NO"
"cg14450725",0.0303149146426006,0.802581621571496,3.0530923822005,0.00241069580367552,0.00545919022605186,-2.96777932533043,0.790367359846565,0.820682274489166,0.0303149146426013,"5",43020451,"F","II","","IGR","shore","IGR-shore","chr5:43017968-43018668",NA,NA,"","","","NO"
"cg15022039",0.0338094084527543,0.77803358045077,3.05185461737477,0.00242043632709952,0.00547976289338467,-2.97147376316594,0.764411343064466,0.79822075151722,0.0338094084527547,"5",139081063,"F","I","","IGR","island","IGR-island","chr5:139081001-139081202",NA,NA,"","","","NO"
"cg11416095",-0.0616740687907877,0.511695608203392,-3.05075931532707,0.00242908588407326,0.00549785518167109,-2.9747417886185,0.536544868929777,0.474870800138989,-0.0616740687907873,"1",31627721,"F","I","","IGR","shore","IGR-shore","chr1:31628100-31628493",NA,NA,"","","","NO"
"cg12406726",-0.0490921964222264,0.468619228910386,-3.0496524627925,0.00243785548883338,0.00551471561162038,-2.97804313765609,0.488399094459147,0.439306898036921,-0.0490921964222264,"1",162792568,"F","II","","IGR","island","IGR-island","chr1:162792176-162792574",NA,TRUE,"","rs73028472","","NO"
"cg26322231",0.0797286487359654,0.450157056931862,3.04780012082422,0.00245259669254166,0.00554387623929393,-2.98356545532385,0.418033378072226,0.497762026808191,0.0797286487359655,"7",138720803,"F","I","ZC3HAV1L","TSS200","island","TSS200-island","chr7:138720044-138721019",NA,NA,"high-CpG:138371310-138371439","","","NO"
"cg03281139",0.0538307701562585,0.644826006546748,3.04772258355476,0.0024532155266584,0.00554387623929393,-2.98379654432782,0.623136909833304,0.676967679989563,0.0538307701562588,"19",3451135,"F","I","NFIC","Body","shore","Body-shore","chr19:3452458-3452738",TRUE,TRUE,"","","","NO"
"cg01420688",-0.0574377372686076,0.767647064315484,-3.04769937048982,0.00245340082076486,0.00554387623929393,-2.98386572653295,0.790789453603321,0.733351716334714,-0.0574377372686077,"6",99271924,"R","II","","IGR","shore","IGR-shore","chr6:99272394-99273014",NA,NA,"","","","NO"
"cg06367154",-0.0966727298612846,0.35101113456869,-3.0457360886992,0.00246911895892829,0.00557788528471794,-2.98971509802708,0.389961797571052,0.293289067709768,-0.0966727298612841,"7",1707338,"F","I","","IGR","island","IGR-island","chr7:1703861-1710517",NA,NA,"high-CpG:1673863-1673868","","","NO"
"cg03552401",0.0674944001132483,0.527531583283724,3.04563254289325,0.00246995051377402,0.00557825536417091,-2.99002350075242,0.500337237607027,0.567831637720276,0.0674944001132485,"19",54974983,"R","I","LENG9","TSS200","island","TSS200-island","chr19:54974175-54976819",NA,NA,"","","","NO"
"cg18151858",0.0586189965617846,0.685667116035007,3.04499863329867,0.00247541091882436,0.00558907643671856,-2.99120659086071,NA,0.720610313498845,NA,"13",21635991,"R","II","LATS2","TSS1500","shore","TSS1500-shore","chr13:21634519-21635907",NA,NA,"","","","NO"
"cg16470319",0.0212744324351064,0.915455734449811,3.04280166537392,0.00249278456892581,0.00562678256925324,-2.99845115434345,0.906883997109452,0.928158429544559,0.0212744324351065,"6",30923724,"F","I","","IGR","shore","IGR-shore","chr6:30923208-30923624",TRUE,TRUE,"","rs73727141","","NO"
"cg05575054",0.0353462882160004,0.688934586359057,3.04225617724762,0.00249720672445362,0.00563524175475028,-3.00007423663126,0.67469312071863,0.710039408934631,0.0353462882160011,"10",115804968,"F","II","ADRB1","1stExon","island","1stExon-island","chr10:115803358-115805468",TRUE,NA,"","","","NO"
"cg00063471",0.0458585043890973,0.780491131346946,3.03790164486127,0.00253313644770985,0.00571477771649153,-3.01231520675249,NA,0.807827709389109,NA,"15",51385970,"R","I","TNFAIP8L3","Body","island","Body-island","chr15:51385861-51387203",TRUE,NA,"","","","NO"
"cg25399963",0.0654751558435334,0.443908301559607,3.03771310210166,0.00253431721651128,0.00571589795538208,-3.01358119955973,0.417527534884785,0.483002690728318,0.0654751558435331,"15",75249890,"R","I","RPP25","TSS200","island","TSS200-island","chr15:75248277-75249922",NA,NA,"","","","NO"
"cg00233079",0.0560102890573942,0.700798070775977,3.03716709241339,0.00253955294299819,0.00572616067093304,-3.01378662225624,NA,0.734131023288182,NA,"4",108745587,"F","I","SGMS2","TSS200","shore","TSS200-shore","chr4:108745829-108746535",NA,NA,"","","","NO"
"cg05192452",0.0797415878389001,0.293755097068921,3.03642995929936,0.00254488998315643,0.00573664622754691,-3.01739260003911,0.261626204881403,0.341367792720303,0.0797415878389002,"5",71852759,"R","I","","IGR","opensea","IGR-opensea","",TRUE,TRUE,"","","","NO"
"cg08857729",-0.0666999069769856,0.576975802953849,-3.03277400847797,0.00257523648191739,0.00580348680063066,-3.02824365691598,0.603850037318363,0.537150130341377,-0.066699906976986,"1",67217826,"F","I","TCTEX1D1","TSS1500","shore","TSS1500-shore","chr1:67218079-67218293",NA,TRUE,"","","rs61780944","NO"
