"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GBM_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg00788461",0.23443309544387,0.135984297193795,10.5374905657602,9.25948355732707e-23,1.2573752541923e-22,39.4720002984114,NA,0.258910533486713,NA,"1",48937753,"R","I","SPATA6","1stExon","shore","1stExon-shore","chr1:48937304-48937683",NA,NA,"high-CpG:48710263-48710487","","","NO"
"cg02958321",0.154819833003022,0.0939580261913581,10.5275886910945,9.85928085422556e-23,1.3386060824996e-22,39.4077865299573,0.0205291911099249,0.175349024112947,0.154819833003022,"3",182972048,"R","I","MCF2L2","Body","island","Body-island","chr3:182971429-182972635",TRUE,NA,"","","","NO"
"cg09059670",0.180732531186649,0.108608339007316,10.5232964442416,1.0207638992705e-22,1.38567787041043e-22,39.3732776381387,0.0228894813587911,0.203622012545441,0.18073253118665,"5",79552137,"F","I","SERINC5","TSS1500","island","TSS1500-island","chr5:79551369-79552294",TRUE,NA,"high-CpG:79587602-79588043","rs1126176","","NO"
"cg24890054",0.245407900050136,0.382774459401321,10.5224202091073,1.02802439193549e-22,1.39530719256362e-22,39.3662337712932,0.266380998234685,0.511788898284821,0.245407900050135,"2",18059752,"R","I","KCNS3","TSS200","island","TSS200-island","chr2:18059493-18060920",NA,NA,"","","","NO"
"cg00554969",-0.289642623957656,0.393939108869091,-10.5206525211233,1.04282807862009e-22,1.41516987797145e-22,39.3520246408513,0.531312467660436,0.241669843702781,-0.289642623957656,"X",79278012,"F","I","TBX22","Body","opensea","Body-opensea","",NA,NA,"","","","NO"
"cg01589353",-0.305695461349518,0.483335300562465,-10.5180348767361,1.06513990234982e-22,1.44521337408322e-22,39.3309856400812,0.628322290802522,0.322626829453004,-0.305695461349518,"12",125500634,"F","I","BRI3BP","Body","opensea","Body-opensea","",NA,NA,"","","","DOWN"
"cg26717215",0.234014324368587,0.156781701406116,10.5133729543529,1.10605780934546e-22,1.50048829803053e-22,39.2935227982731,0.0457920504198722,0.279806374788459,0.234014324368587,"19",45347921,"F","I","PVRL2","TSS1500","island","TSS1500-island","chr19:45347846-45348229",NA,NA,"","","","NO"
"cg11391637",0.284446957199993,0.248874802485676,10.6141660492802,1.27708077511839e-22,1.73193714210049e-22,39.2662405039559,NA,NA,NA,"1",39249315,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg09233392",-0.287769861255398,0.437219161330296,-10.5104534435944,1.23531115804498e-22,1.67556249623442e-22,39.1932189399615,NA,NA,NA,"10",50887488,"F","I","C10orf53","TSS200","shore","TSS200-shore","chr10:50887565-50887862",TRUE,TRUE,"","rs2289305","rs56394806","NO"
"cg15415945",0.273637094033474,0.539943652336002,10.4937456235602,1.31856300428493e-22,1.7879038042195e-22,39.1207049407797,NA,0.683426713104271,NA,"6",31627678,"R","I","C6orf47","1stExon","shore","1stExon-shore","chr6:31628338-31628658",NA,NA,"","","","NO"
"cg13326926",0.272157672957644,0.307187626604381,10.531469093444,1.37361659266919e-22,1.86194921550518e-22,39.1187853748986,NA,NA,NA,"12",48153388,"F","I","RAPGEF3","TSS1500","island","TSS1500-island","chr12:48153329-48153551",NA,NA,"","rs3809316","rs1548517","NO"
"cg06204735",0.311571004709432,0.408930294147239,10.4891414981375,1.36848270480412e-22,1.85529122296878e-22,39.083775891287,NA,0.572304202060781,NA,"14",74892986,"F","I","TMEM90A","TSS200","island","TSS200-island","chr14:74892466-74893184",NA,NA,"high-CpG:73962721-73962931","","","UP"
"cg08640252",0.233464153200104,0.174395625467679,10.4856721189912,1.38349692553593e-22,1.87503785138339e-22,39.0711009718549,0.0636669128070577,0.297131066007162,0.233464153200105,"16",1820949,"F","I","NME3","Body","island","Body-island","chr16:1820311-1823954",NA,NA,"","rs11890","rs11543214","NO"
"cg10351287",0.209819696026013,0.163436105563733,10.474948428521,1.50859221992954e-22,2.04424645665716e-22,38.985078788071,0.0639216211628241,0.273741317188837,0.209819696026013,"4",5053341,"R","I","STK32B","TSS200","island","TSS200-island","chr4:5053230-5054092",NA,NA,"high-CpG:5104140-5104365","","","NO"
"cg05752685",-0.253192948402946,0.314489014264618,-10.4718797132291,1.54641531701911e-22,2.0951595131978e-22,38.9604710235221,0.434574812650015,0.181381864247069,-0.253192948402947,"11",74952787,"F","I","","IGR","island","IGR-island","chr11:74951647-74953491",NA,NA,"high-CpG:74630409-74630475","","","NO"
"cg21985352",0.178266910022063,0.105104914974256,10.4623063600232,1.67057324342477e-22,2.2630077631864e-22,38.8837275685739,0.0205554662209352,0.198822376242998,0.178266910022062,"17",76356152,"R","I","SOCS3","1stExon","island","1stExon-island","chr17:76354818-76357038",NA,NA,"high-CpG:73867500-73868871","","","NO"
"cg10480343",0.188455092340533,0.109669249834795,10.4524471254706,1.80879805005922e-22,2.44985390891613e-22,38.8047311304559,0.020287691753285,0.208742784093818,0.188455092340533,"15",48938347,"R","I","FBN1","TSS1500","island","TSS1500-island","chr15:48936810-48938577",NA,NA,"","","","NO"
"cg14996783",0.2898149924859,0.519114535749893,10.4447416434702,1.92469160852717e-22,2.60639871902026e-22,38.7430189003364,0.381659425028009,0.671474417513909,0.2898149924859,"7",28996902,"R","I","TRIL","1stExon","island","1stExon-island","chr7:28995305-28998541",NA,TRUE,"","","","NO"
"cg24144083",-0.242703479405741,0.252301693278537,-10.4433710727319,1.94606534709829e-22,2.63491570658981e-22,38.7320446951326,0.367412486368117,0.124709006962376,-0.242703479405741,"3",36805814,"R","I","","IGR","shore","IGR-shore","chr3:36805949-36806214",NA,NA,"","","","NO"
"cg03219282",0.199937622435269,0.159034889045664,10.427316940354,2.21469694466199e-22,2.99814912910489e-22,38.6035555334915,0.0642073309763648,0.264144953411634,0.199937622435269,"6",30042985,"F","I","RNF39","Body","island","Body-island","chr6:30042918-30043500",NA,TRUE,"","","","NO"
"cg26690949",0.201490984903228,0.153196627319132,10.4201311745937,2.34658099933975e-22,3.17617266177645e-22,38.5460782571082,0.0576323316221725,0.259123316525401,0.201490984903229,"20",58508943,"F","I","","IGR","island","IGR-island","chr20:58507755-58509517",NA,NA,"high-CpG:57942121-57942342","","","NO"
"cg22840464",0.163330901756617,0.0952279997858174,10.4151828376658,2.4419098802573e-22,3.30466793126024e-22,38.5065098866381,0.0177624863812507,0.181093388137867,0.163330901756617,"8",145016828,"F","I","PLEC1","Body","island","Body-island","chr8:145016417-145016916",NA,NA,"high-CpG:145088735-145088819","","","NO"
"cg02106850",-0.210473348170551,0.358489688630523,-10.4098825655477,2.54829100056587e-22,3.44807629069117e-22,38.4641384141699,0.458314190905698,0.247840842735148,-0.210473348170551,"6",85474093,"R","I","TBX18","TSS200","island","TSS200-island","chr6:85472702-85474132",TRUE,NA,"","","","NO"
"cg12602409",0.241874039720045,0.229073716451712,10.4024968478428,2.74962135639883e-22,3.71989260102928e-22,38.3904060404653,NA,0.355901651319243,NA,"2",177039568,"R","I","","IGR","island","IGR-island","chr2:177039551-177039951",NA,NA,"","","","NO"
"cg10286969",0.328694800640533,0.494132415316482,10.3969215309962,2.82823197481929e-22,3.82562336749358e-22,38.3605735477058,0.338237167012686,0.666931967653219,0.328694800640533,"16",2765843,"F","I","PRSS27","Body","island","Body-island","chr16:2765619-2765855",TRUE,NA,"","","","UP"
"cg02995271",0.218271590664241,0.247261455268796,10.3930619114231,2.91735324105478e-22,3.94553488356348e-22,38.3297466136947,0.143738357982328,0.362009948646569,0.218271590664241,"8",144816322,"R","I","FAM83H","TSS1500","island","TSS1500-island","chr8:144815203-144816518",NA,NA,"high-CpG:144888275-144888358","","","NO"
"cg22535307",0.184960851859725,0.106336288676895,10.3890075801964,3.06432468872531e-22,4.14363361113811e-22,38.2827329401626,NA,0.203321491801049,NA,"15",48938370,"F","I","FBN1","TSS1500","island","TSS1500-island","chr15:48936810-48938577",NA,NA,"","","","NO"
"cg12315302",0.21126280686325,0.168799041514645,10.3812187960174,3.37249307529005e-22,4.55960627139879e-22,38.1917606247041,NA,NA,NA,"6",26189340,"F","II","HIST1H4D","TSS200","shore","TSS200-shore","chr6:26188997-26189295",TRUE,NA,"low-CpG:26297315-26297320","rs13204572","","NO"
"cg05006067",0.251566170371816,0.31128440314228,10.3700155606347,3.51067367144245e-22,4.7456582283544e-22,38.1458015660167,0.191970162337361,0.443536332709178,0.251566170371816,"17",31545,"R","I","DOC2B","TSS200","island","TSS200-island","chr17:29994-31868",NA,NA,"high-CpG:31242-31637","","","NO"
"cg24377694",0.26424904637669,0.704564799906614,10.3640206454179,3.68374636119523e-22,4.97880878521678e-22,38.0979887388469,0.579235252196527,0.843484298573217,0.26424904637669,"20",1975372,"R","I","PDYN","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","","","NO"
"cg04378287",0.209946790234804,0.13588376071787,10.3540762196003,4.0556310171032e-22,5.4805469939955e-22,38.0042522518201,NA,0.245970473075948,NA,"14",105116395,"R","I","","IGR","shore","IGR-shore","chr14:105116496-105116923",NA,NA,"","","","NO"
"cg17376957",0.15245593120745,0.100715134220784,10.3408473411308,4.4362582533206e-22,5.99393521724734e-22,37.9133077725143,0.0284074639909644,0.180863395198415,0.15245593120745,"17",16284707,"F","I","UBB","5'UTR","island","5'UTR-island","chr17:16283927-16284768",NA,NA,"high-CpG:16224834-16225439","","","NO"
"cg05626536",0.230910640325917,0.811557793042613,10.3356312054857,4.62567338496955e-22,6.24884790718558e-22,37.8717680385935,0.702040175059464,0.932950815385381,0.230910640325917,"8",144801088,"F","I","MAPK15","Body","island","Body-island","chr8:144800957-144801335",NA,NA,"","","rs74800153","NO"
"cg20805133",0.255936722133935,0.302423945391435,10.3367503168708,4.65966398700903e-22,6.29374825343144e-22,37.8663121715039,NA,0.436625722326994,NA,"2",242802192,"R","I","PDCD1","TSS1500","shelf","TSS1500-shelf","chr2:242805752-242806034",TRUE,TRUE,"","","","NO"
"cg06516947",0.295361869234091,0.657959020419757,10.3688531848545,5.00254361199687e-22,6.75468713990978e-22,37.8330856025789,NA,NA,NA,"22",45148223,"R","I","ARHGAP8","TSS1500","opensea","TSS1500-opensea","",TRUE,NA,"","","","NO"
"cg14961598",-0.252174595967282,0.456071968672544,-10.3260438497515,4.99502388623273e-22,6.74562391619596e-22,37.7954465734966,0.575674777045598,0.323500181078316,-0.252174595967282,"X",63614857,"F","I","MTMR8","Body","shore","Body-shore","chrX:63614957-63615423",TRUE,NA,"","","","NO"
"cg05311412",0.288975998269416,0.30960477521458,10.3303970877052,5.5059749739162e-22,7.43324417131479e-22,37.7142649865692,NA,NA,NA,"2",108602906,"F","I","SLC5A7","TSS200","island","TSS200-island","chr2:108602824-108603467",NA,NA,"","rs13422385","","NO"
"cg11701471",-0.264174333360869,0.28256521125263,-10.3055163410161,5.88730004089374e-22,7.94676111514401e-22,37.6321626122848,0.407859323646642,0.143684990285774,-0.264174333360868,"8",54164051,"R","I","OPRK1","5'UTR","island","5'UTR-island","chr8:54163303-54164443",NA,NA,"","","","NO"
"cg20804050",0.199821068284803,0.199343880471799,10.2944683342337,6.43134574203718e-22,8.67971927770252e-22,37.544354834737,0.104571602371006,0.304392670655809,0.199821068284803,"2",119605441,"R","I","EN1","1stExon","island","1stExon-island","chr2:119605200-119605620",NA,NA,"","","","NO"
"cg02326806",-0.313197603499858,0.540032220125074,-10.2800429735015,7.57406421231529e-22,1.02202765998517e-21,37.3879188835024,NA,NA,NA,"15",96887461,"R","I","","IGR","island","IGR-island","chr15:96887415-96887616",NA,TRUE,"","","","DOWN"
"cg04912843",0.229785499913019,0.245587090093727,10.2733881716106,7.61174221071971e-22,1.02694596945014e-21,37.3769541998697,0.136603110134981,0.366388610048,0.229785499913019,"1",78511856,"R","I","GIPC2","1stExon","island","1stExon-island","chr1:78511577-78512161",TRUE,NA,"","","","NO"
"cg10186131",-0.277891326771566,0.578012842702881,-10.2725324661316,7.66395763740719e-22,1.03382370584369e-21,37.3701628363596,0.709812729114538,0.431921402342972,-0.277891326771566,"15",96887560,"F","I","","IGR","island","IGR-island","chr15:96887415-96887616",NA,TRUE,"","rs74326752","","NO"
"cg06293983",0.270473811385975,0.326264437400009,10.2483378696027,9.29708886839957e-22,1.25392122064272e-21,37.1782676543076,0.197982572571232,0.468456383957208,0.270473811385975,"X",135863104,"R","I","ARHGEF6","5'UTR","opensea","5'UTR-opensea","",NA,NA,"low-CpG:135690706-135690781","","","NO"
"cg26380710",0.275297218168059,0.379700600283943,10.2453949243204,9.51797285713677e-22,1.28350516946764e-21,37.1549429432668,0.249131062524235,0.524428280692294,0.275297218168059,"X",45711234,"F","I","","IGR","shore","IGR-shore","chrX:45710269-45710979",NA,NA,"","","","NO"
"cg02340083",-0.300812867626523,0.409498677198433,-10.2283543907712,1.12526407560527e-21,1.51718142149878e-21,36.9928527648724,0.551261063091392,NA,NA,"1",50882006,"R","I","","IGR","island","IGR-island","chr1:50881884-50882103",NA,TRUE,"","","rs35517355","DOWN"
"cg11823511",-0.247474795217623,0.456667810328267,-10.2126207282964,1.23596142111589e-21,1.66616454929839e-21,36.8954328422803,0.574041570345768,0.326566775128145,-0.247474795217623,"1",91183697,"F","I","BARHL2","TSS1500","island","TSS1500-island","chr1:91183240-91184540",NA,NA,"","","","NO"
"cg15314890",0.23485861650923,0.269351632170833,10.1764189040512,1.6485741934058e-21,2.22203756239303e-21,36.6093097500082,0.157961545483598,0.392820161992829,0.234858616509231,"X",40031314,"R","I","BCOR","5'UTR","island","5'UTR-island","chrX:40030818-40032181",TRUE,NA,"","","","NO"
"cg01119971",0.160277380479203,0.110706090476124,10.1724907635011,1.70086147058954e-21,2.29214336591467e-21,36.5782969085817,0.0346888185917017,0.194966199070905,0.160277380479203,"2",118943997,"R","I","","IGR","island","IGR-island","chr2:118943823-118944199",NA,NA,"","","","NO"
"cg00580047",0.245365274152664,0.313860890859215,10.1587827756135,1.89657028338326e-21,2.55547550764255e-21,36.4701231733164,0.197487646546808,0.442852920699473,0.245365274152665,"11",20385630,"F","I","HTATIP2","Body","island","Body-island","chr11:20385161-20385673",TRUE,TRUE,"","","","NO"
"cg03738025",-0.260144515005155,0.556988990180073,-10.1512177969348,2.01399196233541e-21,2.71325412890663e-21,36.4104600008558,0.680371817296803,0.420227302291649,-0.260144515005154,"6",105388694,"F","I","","IGR","island","IGR-island","chr6:105388190-105389545",TRUE,NA,"","rs11754600","","NO"
"cg06321345",0.212201986896679,0.137533914399164,10.1469022073781,2.08418357629142e-21,2.80736368854217e-21,36.3764349194527,0.0368895434710248,0.249091530367704,0.212201986896679,"1",177150848,"R","I","FAM5B","5'UTR","island","5'UTR-island","chr1:177150814-177151165",TRUE,TRUE,"","","","NO"
"cg06246199",0.265122421921253,0.487015155203676,10.1263202737211,2.45384452552776e-21,3.30475853075268e-21,36.2142718378128,0.361271377949596,0.626393799870849,0.265122421921253,"16",85458415,"F","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg15025200",0.312461284670372,0.447638827407124,10.1492312165851,2.63854834355936e-21,3.55179388689895e-21,36.1733215322483,NA,NA,NA,"1",152161237,"R","I","","IGR","shore","IGR-shore","chr1:152161321-152161928",NA,NA,"","","","UP"
"cg27249422",0.170066141916352,0.159906241293339,10.1211150640886,2.55722204311541e-21,3.44342890847616e-21,36.1732892279306,0.0792462996987258,0.249312441615078,0.170066141916352,"17",40264678,"F","I","DHX58","5'UTR","opensea","5'UTR-opensea","",TRUE,TRUE,"","","","NO"
"cg21834207",0.278418046612084,0.279686116331241,10.117321450044,2.63527933309784e-21,3.54796511663165e-21,36.1434279720305,0.147636414223796,0.426054460835879,0.278418046612083,"1",50489827,"R","I","AGBL4","TSS1500","island","TSS1500-island","chr1:50489417-50489846",NA,NA,"","","","NO"
"cg22637594",0.188259749909214,0.112555400787977,10.113599258635,2.71416650932455e-21,3.65299613644229e-21,36.1141349197819,0.0232664908310359,0.21152624074025,0.188259749909214,"5",87988304,"R","I","","IGR","shelf","IGR-shelf","chr5:87985470-87985810",NA,NA,"","","","NO"
"cg18354742",0.218569514065108,0.21574885827387,10.1064775174318,2.87169806492104e-21,3.864395237492e-21,36.0581045406179,0.112084460174419,0.330653974239527,0.218569514065108,"19",38755139,"F","I","SPINT2","5'UTR","island","5'UTR-island","chr19:38754846-38755699",TRUE,NA,"","","","NO"
"cg13883721",0.277339214791597,0.499607505454807,10.0984261143922,3.10722622231784e-21,4.18066804014226e-21,35.9819099476132,0.368487246312648,NA,NA,"9",132140795,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg13621679",0.211912226599872,0.233795832140218,10.0950205341774,3.14439486301038e-21,4.22999592360527e-21,35.9680123713982,0.133288890381422,0.345201116981294,0.211912226599872,"17",37761692,"F","I","NEUROD2","3'UTR","island","3'UTR-island","chr17:37761691-37763551",NA,NA,"","rs80186804","","NO"
"cg21624902",0.331267784755681,0.503281704237733,10.1815888979421,3.51620717401804e-21,4.72789227937337e-21,35.9535001911057,NA,NA,NA,"3",138679358,"R","I","","IGR","island","IGR-island","chr3:138679244-138679579",NA,NA,"","","","UP"
"cg25137711",0.231485044180228,0.210395135987475,10.0919169980645,3.22259265781891e-21,4.33449348952169e-21,35.9436173959973,0.100605086461995,0.332090130642223,0.231485044180228,"1",48059173,"R","I","","IGR","island","IGR-island","chr1:48058793-48059230",NA,TRUE,"","","","NO"
"cg07671805",0.21272408298571,0.165199854497081,10.0860681948794,3.37524864286266e-21,4.53909001327667e-21,35.8976548632612,0.0643078608524299,0.27703194383814,0.21272408298571,"5",74907694,"R","I","","IGR","island","IGR-island","chr5:74907286-74907770",TRUE,NA,"","","","NO"
"cg02071005",0.214748921769808,0.226862265619626,10.0792044264145,3.56357796299006e-21,4.79081594831332e-21,35.8437351016408,0.125009919865946,0.339758841635754,0.214748921769808,"2",175200844,"F","I","SP9","Body","island","Body-island","chr2:175199463-175202639",NA,NA,"high-CpG:174909069-174909134","","","NO"
"cg23054189",-0.188104647926791,0.529610108721573,-10.0776135976873,3.60869628975925e-21,4.85069168216393e-21,35.8312409196942,0.618825456023994,0.430720808097203,-0.188104647926792,"1",248020692,"R","I","TRIM58","1stExon","island","1stExon-island","chr1:248020330-248021252",NA,NA,"high-CpG:246087104-246087425","","","NO"
"cg04828704",0.276852172523405,0.399644471216778,10.0719425479933,3.77420165587461e-21,5.07234244420472e-21,35.786710061085,0.268337440819963,0.545189613343368,0.276852172523405,"X",107070200,"F","II","MID2","Body","island","Body-island","chrX:107069308-107070201",NA,TRUE,"","","rs66939798","NO"
"cg05311410",-0.282684300149487,0.50627981359118,-10.0703445668289,3.93831093735328e-21,5.29204593383453e-21,35.7486322163687,0.639498851592662,NA,NA,"7",27225523,"F","I","HOXA11AS","Body","island","Body-island","chr7:27225050-27225629",NA,NA,"","rs17427875","","NO"
"cg03780455",0.202377903752094,0.224096147342698,10.0649043275444,4.11113268224859e-21,5.52338411506992e-21,35.7053980716413,NA,0.329937464822241,NA,"22",45809596,"R","I","RIBC2","5'UTR","island","5'UTR-island","chr22:45809191-45809953",NA,TRUE,"high-CpG:44188205-44188321","","","NO"
"cg06123783",0.209944625610441,0.226899223966336,10.0549268567852,4.31740536834891e-21,5.79958264145148e-21,35.6531810581286,0.127325487248241,0.337270112858682,0.209944625610441,"4",144480558,"R","I","LOC441046","TSS200","island","TSS200-island","chr4:144480541-144480947",TRUE,NA,"","","","NO"
"cg18343437",-0.223021156504028,0.25473622429097,-10.0489826495245,4.52491890410979e-21,6.07735892683813e-21,35.6065640427713,0.360511972804309,0.137490816300281,-0.223021156504028,"8",142528415,"F","I","","IGR","island","IGR-island","chr8:142528185-142529029",NA,TRUE,"","","","NO"
"cg13726345",0.294043124696709,0.290250166778352,10.0628997335119,4.64745343560384e-21,6.24093007571684e-21,35.5970417921511,NA,NA,NA,"10",129948126,"F","I","","IGR","island","IGR-island","chr10:129947728-129949099",NA,NA,"","rs2892272","","NO"
"cg03062002",0.202086551315125,0.293540803094474,10.0313107061579,5.20217899966927e-21,6.98473213809661e-21,35.4680637663351,0.197694038756443,0.399780590071569,0.202086551315125,"17",40832009,"F","I","CCR10","Body","island","Body-island","chr17:40831682-40832452",NA,NA,"","","","NO"
"cg22125968",0.177515718786723,0.112465283214974,10.0318046310204,5.3373442623412e-21,7.16506089789464e-21,35.4467760753693,0.0288084502235295,NA,NA,"13",43566472,"F","I","EPSTI1","TSS200","island","TSS200-island","chr13:43566074-43566508",TRUE,TRUE,"","rs3809358","","NO"
"cg11844358",0.203397686111949,0.758231531592032,10.0192714590723,5.7203099892766e-21,7.67793535514407e-21,35.373786465178,0.661762914750365,0.865160600862314,0.203397686111949,"18",77211065,"F","I","NFATC1","Body","island","Body-island","chr18:77210989-77211213",NA,NA,"","rs73007698","","NO"
"cg13645732",0.171682715637372,0.102975071911906,10.0210052995579,5.81123817587331e-21,7.79872830863383e-21,35.3619985383919,NA,NA,NA,"19",45901649,"F","I","PPP1R13L","5'UTR","island","5'UTR-island","chr19:45901452-45901688",TRUE,NA,"","","","NO"
"cg00114913",0.296022635631936,0.46802841506482,10.0146905345552,6.01819435272391e-21,8.07516794453189e-21,35.3254619056208,0.32807501999528,NA,NA,"X",118107540,"F","I","LONRF3","TSS1500","island","TSS1500-island","chrX:118107469-118107949",NA,NA,"","","","NO"
"cg02687055",0.216387488502311,0.150154514935437,10.0142398890992,6.03959479548616e-21,8.10258148731193e-21,35.3216460389105,NA,0.26361844157132,NA,"2",24232865,"F","I","MFSD2B","TSS200","island","TSS200-island","chr2:24232680-24233260",TRUE,TRUE,"","","","NO"
"cg24831305",0.285514228165561,0.361175997125108,10.0118639057189,6.06424953083932e-21,8.13435140986379e-21,35.31581059215,0.225760677480871,0.511274905646431,0.285514228165561,"19",53426233,"R","I","","IGR","island","IGR-island","chr19:53426078-53426389",NA,NA,"","","","NO"
"cg26856080",0.296041002194979,0.384642323078153,10.0116862404264,6.0727460730921e-21,8.1444406316602e-21,35.3144203732492,0.244234304894249,0.540275307089228,0.296041002194979,"3",160167746,"R","I","TRIM59","TSS200","island","TSS200-island","chr3:160167184-160168200",NA,NA,"","","","NO"
"cg11855022",0.190100855368441,0.109179162988418,10.0108606922206,6.11238188407858e-21,8.19628222465369e-21,35.3079606952867,0.0190170430136714,0.209117898382112,0.190100855368441,"3",145968700,"F","I","PLSCR4","TSS200","island","TSS200-island","chr3:145968334-145969008",TRUE,NA,"","","rs3028542","NO"
"cg11562284",0.241230954460455,0.178853622974918,10.0291164679312,6.8670037663585e-21,9.20670028312614e-21,35.2284679508083,NA,NA,NA,"6",30042960,"F","I","RNF39","Body","island","Body-island","chr6:30042918-30043500",NA,TRUE,"","","","NO"
"cg09691340",0.268272577072321,0.365608494037941,9.99511058477189,6.91973649000128e-21,9.27591120626937e-21,35.1847777067058,0.238370643197926,0.506643220270247,0.268272577072321,"17",42402882,"R","I","SLC25A39","TSS1500","island","TSS1500-island","chr17:42402787-42403266",NA,NA,"","","","NO"
"cg16967003",0.25201264357412,0.652384947699293,9.98787080279588,7.32555460838075e-21,9.81833518344501e-21,35.128191171674,0.532858951032711,0.78487159460683,0.252012643574119,"7",1293599,"F","I","","IGR","opensea","IGR-opensea","",NA,NA,"","rs12532944","","NO"
"cg18273840",-0.249166984795111,0.415582848676379,-9.98664811174514,7.39638685017682e-21,9.91168042129887e-21,35.1186368195447,0.533759190036346,0.284592205241235,-0.249166984795111,"5",45695643,"R","I","HCN1","Body","island","Body-island","chr5:45695394-45696510",NA,NA,"","","","NO"
"cg01218619",0.247116877461443,0.267961266475024,9.98633089188898,7.4148747069579e-21,9.9348617966201e-21,35.1161581073685,0.150757261736168,0.397874139197612,0.247116877461444,"4",25090298,"R","I","","IGR","island","IGR-island","chr4:25090106-25090510",NA,TRUE,"","","","NO"
"cg10026473",0.117669571627321,0.083590002067673,9.9842656139189,7.53636806966793e-21,1.00960261151389e-20,35.1000213898827,0.0277810052387152,0.145450576866036,0.117669571627321,"1",45792540,"F","I","HPDL","TSS200","island","TSS200-island","chr1:45792419-45793301",TRUE,NA,"","","","NO"
"cg07455757",-0.27324153253244,0.308615039628607,-9.97358065253777,8.19721509655533e-21,1.09795630778617e-20,35.0165660726616,0.438209595058278,0.164968062525839,-0.273241532532439,"16",54968985,"R","I","","IGR","shore","IGR-shore","chr16:54970301-54972846",NA,NA,"","","","NO"
"cg20810478",-0.189653278005041,0.502389799443665,-9.97104856281293,8.36207165747296e-21,1.11985807352564e-20,34.996796438846,0.592339639868913,0.402686361863872,-0.189653278005041,"1",248020632,"R","I","TRIM58","1stExon","island","1stExon-island","chr1:248020330-248021252",NA,NA,"high-CpG:246087104-246087425","","","NO"
"cg17999376",0.216425070087248,0.191827667164959,9.96648557427719,8.66750943428801e-21,1.16057659583334e-20,34.9611774082939,0.0891803482092929,0.305605418296541,0.216425070087248,"8",97169920,"R","I","GDF6","Body","island","Body-island","chr8:97169731-97170432",NA,NA,"","","","NO"
"cg23267759",-0.268301669183015,0.427566896946749,-9.94577214725697,1.01993404874574e-20,1.36546939795222e-20,34.7996021828693,0.554818545759265,0.28651687657625,-0.268301669183014,"18",19751335,"F","I","GATA6","Body","island","Body-island","chr18:19744936-19752363",NA,TRUE,"","","","NO"
"cg12448161",0.181122053364427,0.156764414539273,9.94491062153977,1.04166044378211e-20,1.39433285488796e-20,34.7804600995038,NA,0.251736723323486,NA,"3",48632723,"F","I","COL7A1","TSS200","island","TSS200-island","chr3:48631882-48632901",NA,TRUE,"high-CpG:48607725-48607801","","","NO"
"cg10043037",0.3230244877499,0.395699745702277,10.0282738574797,1.27507522343311e-20,1.70595426274186e-20,34.6983283916907,NA,NA,NA,"7",19185407,"R","I","FERD3L","TSS1500","shore","TSS1500-shore","chr7:19184221-19184686",NA,TRUE,"","","","UP"
"cg20744625",0.24700839708399,0.29841259348943,9.93045759743524,1.15020824419404e-20,1.53938476001234e-20,34.6802627569843,0.181260039443881,0.428268436527871,0.24700839708399,"10",64578469,"R","I","EGR2","5'UTR","island","5'UTR-island","chr10:64574660-64578778",NA,NA,"","","","NO"
"cg14903612",0.283132582123359,0.644980627379981,9.95889290910953,1.20513297065566e-20,1.6126350851926e-20,34.6682417024139,NA,0.786546918441661,NA,"10",80811883,"F","I","LOC283050","Body","opensea","Body-opensea","",NA,TRUE,"","","","NO"
"cg11931596",0.272946366537935,0.313347362026717,9.89791840909883,1.50545675556377e-20,2.01386480960444e-20,34.4148408843622,NA,0.456468236171251,NA,"8",79674645,"R","I","IL7","Body","opensea","Body-opensea","",TRUE,NA,"","","","NO"
"cg09796501",0.250585869761816,0.248978966765112,9.89114356499867,1.58742401865958e-20,2.12317327119471e-20,34.3622104655882,NA,0.380374995895233,NA,"1",26233435,"F","I","STMN1","TSS1500","island","TSS1500-island","chr1:26231950-26233624",NA,NA,"","","","NO"
"cg17026874",0.207917742557824,0.115604291123296,9.88429314683894,1.65149121283287e-20,2.20850929918453e-20,34.3211533591447,0.0169918760815856,0.22490961863941,0.207917742557824,"1",45987615,"R","I","PRDX1","TSS200","island","TSS200-island","chr1:45987163-45987803",NA,NA,"","","","NO"
"cg05072848",0.207635871407232,0.20665931864511,9.88702924630506,1.66263175650671e-20,2.22305148749313e-20,34.3180515491236,NA,0.315250492771881,NA,"22",45809619,"R","I","RIBC2","5'UTR","island","5'UTR-island","chr22:45809191-45809953",NA,TRUE,"high-CpG:44188205-44188321","","","NO"
